Date,Rt,Et,Ret,Qt
94/09/09 19,0.005,0.000,0.005,0.781
94/09/09 20,0.007,0.000,0.007,0.746
94/09/09 21,0.025,0.005,0.020,0.714
94/09/09 22,0.341,0.006,0.335,0.6826
94/09/09 23,0.188,0.000,0.188,0.6516
94/09/10 00,0.007,0.000,0.007,0.6146
94/09/10 01,0.000,0.000,0.000,0.5844
94/09/10 02,0.018,0.000,0.018,0.5551
94/09/10 03,0.000,0.000,0.000,0.5266
94/09/10 04,0.014,0.000,0.014,0.4975
94/09/10 05,0.000,0.000,0.000,0.4641
94/09/10 06,0.008,0.000,0.008,0.4374
94/09/10 07,0.014,0.023,0.000,0.4112
94/09/10 08,0.000,0.099,0.000,0.3884
94/09/10 09,0.132,0.094,0.038,0.385
94/09/10 10,0.695,0.168,0.527,0.385
94/09/10 11,0.093,0.234,0.000,0.385
94/09/10 12,0.813,0.262,0.551,0.385
94/09/10 13,1.634,0.089,1.545,0.385
94/09/10 14,0.581,0.131,0.450,0.3911
94/09/10 15,0.268,0.156,0.112,0.392
94/09/10 16,0.949,0.116,0.833,0.392
94/09/10 17,0.038,0.103,0.000,0.392
94/09/10 18,0.000,0.059,0.000,0.392
94/09/10 19,0.000,0.000,0.000,0.392
94/09/10 20,0.000,0.000,0.000,0.392
94/09/10 21,0.000,0.000,0.000,0.3976
94/09/10 22,0.000,0.000,0.000,0.4308
94/09/10 23,0.000,0.000,0.000,0.4694
94/09/11 00,0.000,0.000,0.000,0.5105
94/09/11 01,0.000,0.000,0.000,0.5508
94/09/11 02,0.004,0.000,0.004,0.5935
94/09/11 03,0.022,0.000,0.022,0.6364
94/09/11 04,0.015,0.000,0.015,0.6786
94/09/11 05,0.014,0.000,0.014,0.6779
94/09/11 06,0.008,0.000,0.008,0.6564
94/09/11 07,0.000,0.023,0.000,0.6334
94/09/11 08,0.020,0.096,0.000,0.6136
94/09/11 09,0.000,0.178,0.000,0.5945
94/09/11 10,0.004,0.243,0.000,0.5742
94/09/11 11,0.000,0.250,0.000,0.5541
94/09/11 12,0.000,0.207,0.000,0.534
94/09/11 13,0.000,0.162,0.000,0.5148
94/09/11 14,0.000,0.135,0.000,0.4957
94/09/11 15,0.000,0.113,0.000,0.478
94/09/11 16,0.000,0.127,0.000,0.4598
94/09/11 17,0.000,0.068,0.000,0.4398
94/09/11 18,0.000,0.017,0.000,0.4217
94/09/11 19,0.000,0.005,0.000,0.411
94/09/11 20,0.040,0.004,0.036,0.411
94/09/11 21,1.183,0.003,1.180,0.411
94/09/11 22,0.231,0.002,0.229,0.411
94/09/11 23,0.526,0.001,0.525,0.411
94/09/12 00,0.017,0.000,0.017,0.411
94/09/12 01,0.021,0.000,0.021,0.411
94/09/12 02,0.018,0.000,0.018,0.411
94/09/12 03,0.300,0.000,0.300,0.411
94/09/12 04,0.049,0.000,0.049,0.411
94/09/12 05,0.033,0.002,0.031,0.4058
94/09/12 06,0.125,0.000,0.125,0.405
94/09/12 07,0.015,0.010,0.005,0.4088
94/09/12 08,0.001,0.036,0.000,0.4058
94/09/12 09,0.015,0.058,0.000,0.3989
94/09/12 10,0.009,0.117,0.000,0.3942
94/09/12 11,0.007,0.195,0.000,0.3876
94/09/12 12,0.055,0.172,0.000,0.3813
94/09/12 13,0.571,0.122,0.449,0.3768
94/09/12 14,0.228,0.138,0.090,0.3708
94/09/12 15,0.659,0.135,0.524,0.3661
94/09/12 16,0.052,0.118,0.000,0.3592
94/09/12 17,0.008,0.108,0.000,0.3472
94/09/12 18,0.000,0.078,0.000,0.336
94/09/12 19,0.000,0.005,0.000,0.3353
94/09/12 20,0.000,0.000,0.000,0.33
94/09/12 21,0.000,0.000,0.000,0.33
94/09/12 22,0.022,0.000,0.022,0.33
94/09/12 23,0.000,0.000,0.000,0.3248
94/09/13 00,0.000,0.000,0.000,0.324
94/09/13 01,0.000,0.000,0.000,0.324
94/09/13 02,0.036,0.000,0.036,0.3188
94/09/13 03,0.008,0.000,0.008,0.318
94/09/13 04,0.000,0.000,0.000,0.318
94/09/13 05,0.009,0.000,0.009,0.3142
94/09/13 06,0.008,0.000,0.008,0.312
94/09/13 07,0.012,0.026,0.000,0.312
94/09/13 08,0.008,0.069,0.000,0.3098
94/09/13 09,0.000,0.158,0.000,0.306
94/09/13 10,0.031,0.104,0.000,0.306
94/09/13 11,0.000,0.229,0.000,0.3052
94/09/13 12,0.000,0.282,0.000,0.3
94/09/13 13,0.000,0.293,0.000,0.3
94/09/13 14,0.000,0.292,0.000,0.3
94/09/13 15,0.000,0.209,0.000,0.2956
94/09/13 16,0.000,0.129,0.000,0.295
94/09/13 17,0.000,0.089,0.000,0.295
94/09/13 18,0.000,0.033,0.000,0.2912
94/09/13 19,0.000,0.022,0.000,0.289
94/09/13 20,0.000,0.024,0.000,0.289
94/09/13 21,0.000,0.021,0.000,0.2867
94/09/13 22,0.314,0.023,0.291,0.2896
94/09/13 23,6.066,0.001,6.065,0.336
94/09/14 00,4.359,0.000,4.359,0.3912
94/09/14 01,0.676,0.000,0.676,0.4485
94/09/14 02,2.458,0.001,2.457,0.5084
94/09/14 03,0.908,0.001,0.907,0.5706
94/09/14 04,0.603,0.000,0.603,0.6364
94/09/14 05,0.009,0.002,0.007,0.7051
94/09/14 06,0.009,0.009,0.000,0.773
94/09/14 07,0.001,0.025,0.000,1.0194
94/09/14 08,0.000,0.085,0.000,1.51
94/09/14 09,0.041,0.066,0.000,2.0188
94/09/14 10,0.788,0.055,0.733,2.5161
94/09/14 11,0.155,0.127,0.028,3.0342
94/09/14 12,0.004,0.221,0.000,3.5156
94/09/14 13,0.000,0.213,0.000,3.4821
94/09/14 14,0.000,0.176,0.000,3.2305
94/09/14 15,0.030,0.122,0.000,2.9862
94/09/14 16,1.165,0.060,1.106,2.7485
94/09/14 17,0.778,0.017,0.761,2.5091
94/09/14 18,4.373,0.003,4.370,2.281
94/09/14 19,0.392,0.002,0.390,2.0555
94/09/14 20,0.012,0.003,0.009,1.8332
94/09/14 21,0.001,0.006,0.000,1.6022
94/09/14 22,0.477,0.010,0.467,1.3568
94/09/14 23,0.079,0.009,0.070,1.1326
94/09/15 00,0.249,0.014,0.235,1.0162
94/09/15 01,1.092,0.014,1.079,2.8421
94/09/15 02,0.740,0.012,0.728,5.7625
94/09/15 03,1.008,0.008,1.001,7.9701
94/09/15 04,0.609,0.003,0.606,7.1288
94/09/15 05,0.059,0.002,0.057,6.0845
94/09/15 06,0.008,0.000,0.008,5.0751
94/09/15 07,0.000,0.012,0.000,4.1101
94/09/15 08,0.000,0.031,0.000,3.198
94/09/15 09,0.000,0.083,0.000,2.8519
94/09/15 10,0.000,0.129,0.000,3.0373
94/09/15 11,0.000,0.103,0.000,3.2278
94/09/15 12,0.008,0.131,0.000,3.4172
94/09/15 13,0.009,0.091,0.000,3.5246
94/09/15 14,0.004,0.161,0.000,3.0999
94/09/15 15,0.000,0.135,0.000,2.6026
94/09/15 16,0.099,0.045,0.054,2.1285
94/09/15 17,0.283,0.025,0.259,1.6602
94/09/15 18,0.496,0.004,0.492,1.2309
94/09/15 19,0.187,0.000,0.187,1.173
94/09/15 20,0.422,0.000,0.422,1.173
94/09/15 21,0.626,0.000,0.626,1.1602
94/09/15 22,0.666,0.000,0.666,1.1322
94/09/15 23,0.475,0.000,0.475,1.1023
94/09/16 00,0.402,0.000,0.402,1.0721
94/09/16 01,0.194,0.000,0.194,1.0451
94/09/16 02,0.024,0.000,0.024,1.017
94/09/16 03,0.000,0.001,0.000,0.9893
94/09/16 04,0.000,0.000,0.000,0.973
94/09/16 05,0.016,0.007,0.009,0.973
94/09/16 06,0.000,0.000,0.000,0.973
94/09/16 07,0.001,0.006,0.000,0.973
94/09/16 08,0.000,0.044,0.000,0.973
94/09/16 09,0.012,0.110,0.000,0.973
94/09/16 10,0.008,0.207,0.000,0.9674
94/09/16 11,0.000,0.232,0.000,0.964
94/09/16 12,0.000,0.252,0.000,0.964
94/09/16 13,0.000,0.251,0.000,0.964
94/09/16 14,0.004,0.243,0.000,0.9572
94/09/16 15,0.024,0.189,0.000,0.9322
94/09/16 16,0.000,0.147,0.000,0.9064
94/09/16 17,0.000,0.081,0.000,0.881
94/09/16 18,0.000,0.032,0.000,0.8554
94/09/16 19,0.000,0.007,0.000,0.8304
94/09/16 20,0.000,0.000,0.000,0.8054
94/09/16 21,0.008,0.000,0.008,0.781
94/09/16 22,0.000,0.000,0.000,0.757
94/09/16 23,0.000,0.000,0.000,0.733
94/09/17 00,0.000,0.000,0.000,0.709
94/09/17 01,0.000,0.000,0.000,0.6836
94/09/17 02,0.000,0.000,0.000,0.6604
94/09/17 03,0.000,0.000,0.000,0.642
94/09/17 04,0.000,0.000,0.000,0.6306
94/09/17 05,0.000,0.000,0.000,0.6184
94/09/17 06,0.000,0.000,0.000,0.609
94/09/17 07,0.000,0.011,0.000,0.5972
94/09/17 08,0.000,0.067,0.000,0.587
94/09/17 09,0.000,0.142,0.000,0.577
94/09/17 10,0.000,0.131,0.000,0.565
94/09/17 11,0.008,0.139,0.000,0.555
94/09/17 12,0.000,0.199,0.000,0.5454
94/09/17 13,0.000,0.240,0.000,0.534
94/09/17 14,0.000,0.263,0.000,0.524
94/09/17 15,0.000,0.223,0.000,0.5138
94/09/17 16,0.000,0.133,0.000,0.5024
94/09/17 17,0.000,0.081,0.000,0.4942
94/09/17 18,0.000,0.021,0.000,0.4832
94/09/17 19,0.000,0.000,0.000,0.4736
94/09/17 20,0.000,0.000,0.000,0.464
94/09/17 21,0.000,0.000,0.000,0.4533
94/09/17 22,0.000,0.000,0.000,0.444
94/09/17 23,0.000,0.000,0.000,0.4348
94/09/18 00,0.000,0.000,0.000,0.4241
94/09/18 01,0.001,0.000,0.001,0.4154
94/09/18 02,0.000,0.000,0.000,0.411
94/09/18 03,0.000,0.000,0.000,0.411
94/09/18 04,0.000,0.000,0.000,0.411
94/09/18 05,0.000,0.000,0.000,0.411
94/09/18 06,0.000,0.000,0.000,0.411
94/09/18 07,0.008,0.008,0.001,0.411
94/09/18 08,0.000,0.068,0.000,0.411
94/09/18 09,0.000,0.164,0.000,0.411
94/09/18 10,0.000,0.133,0.000,0.411
94/09/18 11,0.000,0.184,0.000,0.4171
94/09/18 12,0.008,0.197,0.000,0.418
94/09/18 13,0.000,0.116,0.000,0.418
94/09/18 14,0.000,0.153,0.000,0.418
94/09/18 15,0.000,0.180,0.000,0.418
94/09/18 16,0.000,0.056,0.000,0.418
94/09/18 17,0.000,0.023,0.000,0.418
94/09/18 18,0.016,0.003,0.013,0.418
94/09/18 19,0.000,0.000,0.000,0.418
94/09/18 20,0.000,0.000,0.000,0.418
94/09/18 21,0.000,0.000,0.000,0.418
94/09/18 22,0.000,0.000,0.000,0.418
94/09/18 23,0.191,0.000,0.191,0.418
94/09/19 00,0.042,0.000,0.042,0.418
94/09/19 01,0.004,0.000,0.004,0.4119
94/09/19 02,0.152,0.000,0.152,0.4058
94/09/19 03,0.648,0.000,0.648,0.4024
94/09/19 04,0.212,0.000,0.212,0.398
94/09/19 05,0.194,0.001,0.193,0.398
94/09/19 06,0.143,0.000,0.143,0.3942
94/09/19 07,0.398,0.004,0.394,0.392
94/09/19 08,0.444,0.013,0.432,0.392
94/09/19 09,0.447,0.020,0.427,0.3876
94/09/19 10,0.045,0.032,0.013,0.385
94/09/19 11,0.000,0.048,0.000,0.385
94/09/19 12,0.000,0.051,0.000,0.3798
94/09/19 13,0.002,0.044,0.000,0.379
94/09/19 14,0.158,0.057,0.102,0.3782
94/09/19 15,0.510,0.051,0.459,0.373
94/09/19 16,0.312,0.034,0.278,0.373
94/09/19 17,0.027,0.018,0.009,0.3722
94/09/19 18,0.014,0.006,0.008,0.367
94/09/19 19,0.028,0.000,0.028,0.367
94/09/19 20,0.008,0.000,0.008,0.367
94/09/19 21,0.000,0.000,0.000,0.367
94/09/19 22,0.089,0.000,0.089,0.3644
94/09/19 23,0.065,0.000,0.065,0.36
94/09/20 00,0.016,0.001,0.015,0.36
94/09/20 01,0.324,0.002,0.322,0.36
94/09/20 02,0.152,0.000,0.152,0.36
94/09/20 03,0.012,0.000,0.012,0.36
94/09/20 04,0.278,0.000,0.278,0.3592
94/09/20 05,0.016,0.000,0.016,0.354
94/09/20 06,0.333,0.000,0.333,0.354
94/09/20 07,0.048,0.004,0.044,0.354
94/09/20 08,0.030,0.030,0.000,0.354
94/09/20 09,0.000,0.068,0.000,0.354
94/09/20 10,0.000,0.117,0.000,0.354
94/09/20 11,0.000,0.228,0.000,0.3487
94/09/20 12,0.001,0.209,0.000,0.348
94/09/20 13,0.046,0.228,0.000,0.348
94/09/20 14,0.026,0.193,0.000,0.348
94/09/20 15,0.169,0.151,0.018,0.348
94/09/20 16,0.028,0.142,0.000,0.348
94/09/20 17,0.000,0.143,0.000,0.3443
94/09/20 18,0.001,0.029,0.000,0.342
94/09/20 19,0.000,0.000,0.000,0.342
94/09/20 20,0.008,0.000,0.008,0.342
94/09/20 21,0.000,0.000,0.000,0.342
94/09/20 22,0.000,0.000,0.000,0.342
94/09/20 23,0.000,0.000,0.000,0.3382
94/09/21 00,0.000,0.000,0.000,0.336
94/09/21 01,0.000,0.000,0.000,0.336
94/09/21 02,0.000,0.000,0.000,0.336
94/09/21 03,0.000,0.000,0.000,0.336
94/09/21 04,0.000,0.000,0.000,0.336
94/09/21 05,0.000,0.000,0.000,0.3308
94/09/21 06,0.000,0.000,0.000,0.33
94/09/21 07,0.008,0.008,0.000,0.33
94/09/21 08,0.000,0.050,0.000,0.33
94/09/21 09,0.000,0.076,0.000,0.33
94/09/21 10,0.000,0.165,0.000,0.3278
94/09/21 11,0.000,0.147,0.000,0.324
94/09/21 12,0.000,0.294,0.000,0.324
94/09/21 13,0.002,0.232,0.000,0.324
94/09/21 14,0.000,0.149,0.000,0.324
94/09/21 15,0.000,0.131,0.000,0.324
94/09/21 16,0.000,0.212,0.000,0.3203
94/09/21 17,0.000,0.082,0.000,0.318
94/09/21 18,0.000,0.011,0.000,0.318
94/09/21 19,0.000,0.000,0.000,0.318
94/09/21 20,0.000,0.000,0.000,0.318
94/09/21 21,0.004,0.004,0.000,0.318
94/09/21 22,0.000,0.000,0.000,0.3128
94/09/21 23,0.000,0.000,0.000,0.312
94/09/22 00,0.000,0.000,0.000,0.312
94/09/22 01,0.000,0.000,0.000,0.312
94/09/22 02,0.014,0.000,0.014,0.312
94/09/22 03,0.000,0.004,0.000,0.3098
94/09/22 04,0.000,0.011,0.000,0.306
94/09/22 05,0.000,0.010,0.000,0.306
94/09/22 06,0.000,0.006,0.000,0.306
94/09/22 07,0.000,0.005,0.000,0.3112
94/09/22 08,0.000,0.069,0.000,0.312
94/09/22 09,0.008,0.127,0.000,0.312
94/09/22 10,0.000,0.165,0.000,0.3143
94/09/22 11,0.000,0.209,0.000,0.318
94/09/22 12,0.000,0.151,0.000,0.318
94/09/22 13,0.000,0.207,0.000,0.318
94/09/22 14,0.000,0.243,0.000,0.3232
94/09/22 15,0.000,0.230,0.000,0.324
94/09/22 16,0.000,0.205,0.000,0.324
94/09/22 17,0.000,0.122,0.000,0.3248
94/09/22 18,0.004,0.034,0.000,0.33
94/09/22 19,0.000,0.004,0.000,0.33
94/09/22 20,0.000,0.004,0.000,0.33
94/09/22 21,0.000,0.004,0.000,0.3338
94/09/22 22,0.000,0.000,0.000,0.336
94/09/22 23,0.000,0.007,0.000,0.336
94/09/23 00,0.000,0.002,0.000,0.336
94/09/23 01,0.008,0.002,0.006,0.336
94/09/23 02,0.008,0.000,0.008,0.3383
94/09/23 03,0.000,0.000,0.000,0.342
94/09/23 04,0.008,0.002,0.006,0.342
94/09/23 05,0.001,0.007,0.000,0.342
94/09/23 06,0.000,0.008,0.000,0.342
94/09/23 07,0.020,0.010,0.010,0.342
94/09/23 08,0.000,0.050,0.000,0.342
94/09/23 09,0.000,0.084,0.000,0.3428
94/09/23 10,0.000,0.085,0.000,0.348
94/09/23 11,0.000,0.114,0.000,0.348
94/09/23 12,0.000,0.145,0.000,0.348
94/09/23 13,0.000,0.165,0.000,0.348
94/09/23 14,0.000,0.124,0.000,0.348
94/09/23 15,0.000,0.115,0.000,0.348
94/09/23 16,0.000,0.078,0.000,0.348
94/09/23 17,0.000,0.068,0.000,0.3518
94/09/23 18,0.000,0.063,0.000,0.3532
94/09/23 19,0.000,0.067,0.000,0.3368
94/09/23 20,0.240,0.045,0.195,0.318
94/09/23 21,0.092,0.031,0.061,0.3004
94/09/23 22,0.297,0.020,0.277,0.295
94/09/23 23,0.093,0.023,0.070,0.295
94/09/24 00,0.069,0.024,0.045,0.295
94/09/24 01,0.003,0.021,0.000,0.295
94/09/24 02,0.031,0.015,0.016,0.2981
94/09/24 03,0.013,0.018,0.000,0.3
94/09/24 04,0.320,0.016,0.304,0.3
94/09/24 05,0.489,0.012,0.477,0.3
94/09/24 06,0.032,0.017,0.015,0.3
94/09/24 07,0.009,0.026,0.000,0.3
94/09/24 08,0.001,0.038,0.000,0.3
94/09/24 09,0.099,0.058,0.042,0.3008
94/09/24 10,0.001,0.126,0.000,0.306
94/09/24 11,0.000,0.162,0.000,0.306
94/09/24 12,0.000,0.161,0.000,0.306
94/09/24 13,0.000,0.109,0.000,0.306
94/09/24 14,0.009,0.149,0.000,0.306
94/09/24 15,0.000,0.118,0.000,0.306
94/09/24 16,0.000,0.129,0.000,0.306
94/09/24 17,0.010,0.072,0.000,0.3112
94/09/24 18,0.000,0.020,0.000,0.312
94/09/24 19,0.000,0.007,0.000,0.3143
94/09/24 20,0.000,0.004,0.000,0.3202
94/09/24 21,0.013,0.010,0.004,0.3278
94/09/24 22,3.455,0.008,3.447,0.3338
94/09/24 23,0.327,0.000,0.327,0.3398
94/09/25 00,0.009,0.000,0.009,0.3472
94/09/25 01,0.022,0.000,0.022,0.3532
94/09/25 02,0.020,0.000,0.020,0.3601
94/09/25 03,0.011,0.002,0.009,0.3678
94/09/25 04,0.013,0.005,0.008,0.3753
94/09/25 05,0.009,0.005,0.004,0.379
94/09/25 06,0.048,0.006,0.042,0.379
94/09/25 07,0.099,0.010,0.090,0.379
94/09/25 08,0.128,0.022,0.106,0.379
94/09/25 09,1.301,0.031,1.270,0.379
94/09/25 10,0.028,0.054,0.000,0.379
94/09/25 11,0.331,0.054,0.277,0.379
94/09/25 12,0.000,0.110,0.000,0.379
94/09/25 13,0.000,0.115,0.000,0.379
94/09/25 14,0.004,0.139,0.000,0.379
94/09/25 15,0.000,0.108,0.000,0.379
94/09/25 16,0.000,0.060,0.000,0.379
94/09/25 17,0.000,0.045,0.000,0.379
94/09/25 18,0.055,0.025,0.030,0.379
94/09/25 19,0.009,0.016,0.000,0.379
94/09/25 20,0.040,0.012,0.028,0.379
94/09/25 21,0.121,0.008,0.113,0.379
94/09/25 22,0.012,0.007,0.005,0.379
94/09/25 23,0.014,0.007,0.007,0.379
94/09/26 00,0.426,0.008,0.418,0.379
94/09/26 01,0.716,0.003,0.713,0.3828
94/09/26 02,0.306,0.001,0.306,0.385
94/09/26 03,0.019,0.000,0.019,0.385
94/09/26 04,0.005,0.001,0.004,0.385
94/09/26 05,0.105,0.001,0.104,0.385
94/09/26 06,0.067,0.001,0.066,0.385
94/09/26 07,0.001,0.002,0.000,0.385
94/09/26 08,0.018,0.008,0.010,0.3859
94/09/26 09,0.009,0.013,0.000,0.392
94/09/26 10,0.000,0.033,0.000,0.392
94/09/26 11,0.000,0.094,0.000,0.3958
94/09/26 12,0.000,0.087,0.000,0.4024
94/09/26 13,0.000,0.067,0.000,0.4073
94/09/26 14,0.000,0.088,0.000,0.4136
94/09/26 15,0.000,0.071,0.000,0.4187
94/09/26 16,0.001,0.049,0.000,0.4249
94/09/26 17,0.000,0.041,0.000,0.431
94/09/26 18,0.000,0.009,0.000,0.4362
94/09/26 19,0.017,0.002,0.015,0.4431
94/09/26 20,0.000,0.000,0.000,0.4484
94/09/26 21,0.000,0.000,0.000,0.451
94/09/26 22,0.002,0.000,0.002,0.451
94/09/26 23,0.000,0.000,0.000,0.4501
94/09/27 00,0.002,0.000,0.002,0.4431
94/09/27 01,0.000,0.000,0.000,0.4362
94/09/27 02,0.000,0.000,0.000,0.4301
94/09/27 03,0.000,0.000,0.000,0.4232
94/09/27 04,0.000,0.000,0.000,0.4171
94/09/27 05,0.000,0.000,0.000,0.4102
94/09/27 06,0.024,0.000,0.024,0.4041
94/09/27 07,0.009,0.004,0.005,0.3972
94/09/27 08,0.002,0.049,0.000,0.3854
94/09/27 09,0.000,0.095,0.000,0.3666
94/09/27 10,0.000,0.157,0.000,0.3502
94/09/27 11,0.000,0.241,0.000,0.348
94/09/27 12,0.000,0.286,0.000,0.348
94/09/27 13,0.000,0.292,0.000,0.348
94/09/27 14,0.000,0.284,0.000,0.348
94/09/27 15,0.000,0.236,0.000,0.3488
94/09/27 16,0.000,0.195,0.000,0.354
94/09/27 17,0.000,0.111,0.000,0.3502
94/09/27 18,0.000,0.004,0.000,0.3443
94/09/27 19,0.000,0.000,0.000,0.3368
94/09/27 20,0.000,0.000,0.000,0.3413
94/09/27 21,0.000,0.000,0.000,0.342
94/09/27 22,0.000,0.000,0.000,0.342
94/09/27 23,0.000,0.000,0.000,0.3375
94/09/28 00,0.000,0.000,0.000,0.3727
94/09/28 01,0.000,0.000,0.000,0.4129
94/09/28 02,0.000,0.000,0.000,0.4525
94/09/28 03,0.000,0.000,0.000,0.4867
94/09/28 04,0.008,0.000,0.008,0.4798
94/09/28 05,0.004,0.000,0.004,0.4622
94/09/28 06,0.006,0.000,0.006,0.4482
94/09/28 07,0.008,0.003,0.005,0.4324
94/09/28 08,0.000,0.017,0.000,0.4161
94/09/28 09,0.000,0.050,0.000,0.4031
94/09/28 10,0.000,0.055,0.000,0.398
94/09/28 11,0.000,0.067,0.000,0.398
94/09/28 12,0.000,0.070,0.000,0.398
94/09/28 13,0.001,0.086,0.000,0.398
94/09/28 14,0.000,0.031,0.000,0.398
94/09/28 15,0.000,0.075,0.000,0.3928
94/09/28 16,0.000,0.090,0.000,0.392
94/09/28 17,0.000,0.021,0.000,0.392
94/09/28 18,0.000,0.000,0.000,0.3859
94/09/28 19,0.000,0.000,0.000,0.385
94/09/28 20,0.000,0.004,0.000,0.385
94/09/28 21,0.000,0.000,0.000,0.3798
94/09/28 22,0.000,0.000,0.000,0.379
94/09/28 23,0.000,0.000,0.000,0.379
94/09/29 00,0.000,0.000,0.000,0.3738
94/09/29 01,0.000,0.000,0.000,0.373
94/09/29 02,0.000,0.000,0.000,0.373
94/09/29 03,0.000,0.000,0.000,0.3692
94/09/29 04,0.000,0.000,0.000,0.367
94/09/29 05,0.000,0.000,0.000,0.367
94/09/29 06,0.000,0.000,0.000,0.3626
94/09/29 07,0.000,0.000,0.000,0.36
94/09/29 08,0.000,0.009,0.000,0.36
94/09/29 09,0.000,0.021,0.000,0.3562
94/09/29 10,0.000,0.047,0.000,0.3547
94/09/29 11,0.000,0.074,0.000,0.36
94/09/29 12,0.000,0.076,0.000,0.3661
94/09/29 13,0.000,0.085,0.000,0.3708
94/09/29 14,0.008,0.061,0.000,0.373
94/09/29 15,0.000,0.054,0.000,0.373
94/09/29 16,0.008,0.025,0.000,0.3753
94/09/29 17,0.017,0.005,0.012,0.379
94/09/29 18,0.002,0.000,0.002,0.379
94/09/29 19,0.045,0.000,0.045,0.379
94/09/29 20,0.025,0.000,0.025,0.379
94/09/29 21,0.000,0.000,0.000,0.379
94/09/29 22,0.000,0.000,0.000,0.379
94/09/29 23,0.000,0.000,0.000,0.379
94/09/30 00,0.000,0.000,0.000,0.3842
94/09/30 01,0.000,0.000,0.000,0.385
94/09/30 02,0.000,0.000,0.000,0.385
94/09/30 03,0.019,0.000,0.019,0.385
94/09/30 04,0.039,0.000,0.039,0.3843
94/09/30 05,0.038,0.000,0.038,0.3715
94/09/30 06,0.002,0.000,0.002,0.3586
94/09/30 07,0.000,0.000,0.000,0.3502
94/09/30 08,0.000,0.011,0.000,0.3443
94/09/30 09,0.000,0.030,0.000,0.3368
94/09/30 10,0.000,0.045,0.000,0.33
94/09/30 11,0.009,0.079,0.000,0.3233
94/09/30 12,0.004,0.111,0.000,0.3158
94/09/30 13,0.002,0.132,0.000,0.3098
94/09/30 14,0.002,0.114,0.000,0.3022
94/09/30 15,0.000,0.057,0.000,0.2969
94/09/30 16,0.000,0.048,0.000,0.2898
94/09/30 17,0.000,0.034,0.000,0.283
94/09/30 18,0.000,0.003,0.000,0.2764
94/09/30 19,0.000,0.000,0.000,0.2698
94/09/30 20,0.000,0.000,0.000,0.2641
94/09/30 21,0.000,0.000,0.000,0.261
94/09/30 22,0.000,0.000,0.000,0.2654
94/09/30 23,0.000,0.000,0.000,0.266
94/10/01 00,0.000,0.000,0.000,0.266
94/10/01 01,0.000,0.000,0.000,0.2698
94/10/01 02,0.000,0.000,0.000,0.2739
94/10/01 03,0.000,0.000,0.000,0.277
94/10/01 04,0.009,0.000,0.009,0.2822
94/10/01 05,0.009,0.000,0.009,0.2868
94/10/01 06,0.001,0.000,0.001,0.2912
94/10/01 07,0.000,0.005,0.000,0.2956
94/10/01 08,0.001,0.029,0.000,0.3
94/10/01 09,0.000,0.088,0.000,0.3038
94/10/01 10,0.000,0.105,0.000,0.3082
94/10/01 11,0.000,0.114,0.000,0.3128
94/10/01 12,0.002,0.113,0.000,0.318
94/10/01 13,0.000,0.154,0.000,0.3232
94/10/01 14,0.000,0.179,0.000,0.3263
94/10/01 15,0.000,0.106,0.000,0.3308
94/10/01 16,0.000,0.106,0.000,0.336
94/10/01 17,0.000,0.023,0.000,0.336
94/10/01 18,0.000,0.000,0.000,0.336
94/10/01 19,0.000,0.000,0.000,0.336
94/10/01 20,0.000,0.000,0.000,0.336
94/10/01 21,0.001,0.000,0.001,0.336
94/10/01 22,0.000,0.000,0.000,0.336
94/10/01 23,0.000,0.000,0.000,0.336
94/10/02 00,0.000,0.000,0.000,0.336
94/10/02 01,0.000,0.000,0.000,0.336
94/10/02 02,0.000,0.000,0.000,0.336
94/10/02 03,0.000,0.000,0.000,0.336
94/10/02 04,0.000,0.000,0.000,0.336
94/10/02 05,0.000,0.000,0.000,0.3353
94/10/02 06,0.000,0.000,0.000,0.33
94/10/02 07,0.000,0.000,0.000,0.324
94/10/02 08,0.012,0.013,0.000,0.318
94/10/02 09,0.000,0.024,0.000,0.318
94/10/02 10,0.000,0.039,0.000,0.318
94/10/02 11,0.008,0.041,0.000,0.3172
94/10/02 12,0.013,0.043,0.000,0.312
94/10/02 13,0.176,0.049,0.127,0.312
94/10/02 14,0.062,0.059,0.003,0.312
94/10/02 15,0.958,0.040,0.918,0.312
94/10/02 16,0.280,0.018,0.262,0.312
94/10/02 17,0.546,0.006,0.540,0.3143
94/10/02 18,0.384,0.002,0.382,0.3255
94/10/02 19,0.063,0.002,0.061,0.336
94/10/02 20,0.073,0.003,0.070,0.3465
94/10/02 21,0.046,0.002,0.044,0.3586
94/10/02 22,0.701,0.001,0.700,0.3708
94/10/02 23,0.061,0.002,0.059,0.3714
94/10/03 00,0.008,0.008,0.000,0.3532
94/10/03 01,0.000,0.000,0.000,0.3338
94/10/03 02,0.014,0.000,0.014,0.3128
94/10/03 03,0.017,0.000,0.017,0.312
94/10/03 04,0.000,0.000,0.000,0.318
94/10/03 05,0.000,0.000,0.000,0.318
94/10/03 06,0.000,0.000,0.000,0.318
94/10/03 07,0.000,0.005,0.000,0.318
94/10/03 08,0.001,0.029,0.000,0.318
94/10/03 09,0.000,0.077,0.000,0.318
94/10/03 10,0.000,0.117,0.000,0.318
94/10/03 11,0.000,0.137,0.000,0.3142
94/10/03 12,0.000,0.180,0.000,0.312
94/10/03 13,0.008,0.187,0.000,0.312
